Sno,Salary,Country,Race
1170,195000,Australia,Asian
1171,110000,Australia,White
1172,180000,UK,Asian
1173,185000,China,White
1174,130000,Canada,Black
1175,190000,Canada,Black
1176,155000,UK,White
1177,195000,USA,African American
1178,90000,Canada,Black
1179,185000,Australia,Asian
1180,120000,UK,Asian
1181,180000,USA,Asian
1182,100000,UK,White
1183,195000,USA,Asian
1184,160000,USA,Hispanic
1185,125000,USA,Hispanic
1186,170000,Canada,White
1187,185000,Canada,White
1188,130000,Canada,White
1189,190000,USA,Asian
1190,150000,Australia,Asian
1191,150000,Canada,Asian
1192,195000,USA,African American
1193,110000,UK,Mixed
1194,180000,China,Korean
1195,185000,Australia,Asian
1196,130000,Australia,Australian
1197,190000,UK,Mixed
1198,155000,Australia,White
1199,195000,Australia,White
1200,90000,UK,White
1201,185000,Canada,Black
1202,175000,USA,Asian
1203,190000,Australia,White
1204,110000,China,White
1205,195000,Canada,Asian
1206,100000,UK,Mixed
1207,60000,China,Korean
1208,155000,Australia,White
1209,175000,UK,Mixed
1210,180000,UK,Welsh
1211,95000,UK,White
1212,200000,UK,Welsh
1213,165000,Australia,Australian
1214,145000,UK,White
1215,195000,Australia,Australian
1216,75000,USA,Asian
1217,90000,Canada,Black
1218,155000,UK,Asian
1219,115000,Australia,White
1220,170000,Canada,Black
1221,190000,UK,Welsh
1222,115000,USA,White
1223,180000,China,White
1224,195000,China,White
1225,140000,China,White
1226,200000,UK,White
1227,70000,Canada,White
1228,170000,Canada,Asian
1229,185000,Canada,Asian
1230,140000,China,Korean
1231,185000,Canada,Black
1232,185000,Australia,Australian
1233,180000,USA,Asian
1234,175000,China,Korean
1235,70000,Canada,White
1236,60000,Canada,White
1237,200000,China,Korean
1238,170000,Australia,White
1239,165000,Canada,Black
1240,55000,Australia,Asian
1241,190000,USA,African American
1242,90000,China,Korean
1243,105000,UK,Welsh
1244,130000,China,Chinese
1245,185000,Australia,Asian
1246,60000,Canada,Asian
1247,195000,China,White
1248,60000,USA,Asian
1249,150000,UK,Mixed
1250,180000,USA,African American
1251,170000,Canada,Black
1252,125000,Canada,White
1253,185000,China,White
1254,90000,UK,White
1255,80000,UK,Mixed
1256,85000,Australia,Australian
1257,190000,UK,White
1258,160000,Canada,White
1259,200000,UK,Mixed
1260,195000,Canada,Asian
1261,195000,Australia,White
1262,190000,Australia,Australian
1263,95000,USA,African American
1264,55000,UK,Asian
1265,185000,Canada,White
1266,120000,Canada,Black
1267,195000,China,Korean
1268,175000,China,White
1269,75000,China,White
1270,200000,UK,Welsh
1271,160000,Canada,Asian
1272,175000,USA,Hispanic
1273,70000,China,Korean
1274,180000,UK,White
1275,60000,UK,White
1276,190000,Australia,Australian
1277,120000,Australia,Australian
1278,200000,USA,Hispanic
1279,185000,Australia,Asian
1280,190000,Canada,Asian
1281,195000,Australia,Australian
1282,170000,China,White
1283,55000,Australia,White
1284,130000,China,Korean
1285,180000,China,Chinese
1286,185000,Australia,White
1287,55000,China,Korean
1288,145000,Canada,White
1289,170000,China,White
1290,195000,UK,Mixed
1291,155000,Australia,Asian
1292,125000,USA,Hispanic
1293,180000,China,Korean
1294,95000,China,Chinese
1295,170000,Canada,White
1296,100000,USA,Asian
1297,175000,China,Korean
1298,80000,UK,Mixed
1299,195000,Canada,Black
1300,155000,Canada,Black
1301,125000,China,Chinese
1302,110000,UK,Asian
1303,130000,USA,Asian
1304,190000,UK,White
1305,200000,Canada,Asian
1306,200000,Australia,Asian
1307,150000,UK,White
1308,140000,UK,Mixed
1309,195000,China,White
1310,195000,UK,White
1311,55000,Australia,Asian
1312,185000,USA,White
1313,120000,USA,White
1314,190000,Canada,White
1315,130000,China,Korean
1316,190000,USA,Asian
1317,130000,China,Chinese
1318,140000,UK,White
1319,70000,Australia,White
1320,170000,USA,Asian
1321,190000,Canada,White
1322,80000,Australia,Australian
1323,180000,UK,Asian
1324,70000,UK,Mixed
1325,185000,China,Chinese
1326,55000,USA,African American
1327,140000,UK,White
1328,170000,Canada,Black
1329,130000,China,Chinese
1330,180000,USA,African American
1331,95000,USA,White
1332,70000,UK,Mixed
1333,165000,Canada,White
1334,185000,China,Korean
1335,140000,UK,White
1336,60000,Australia,White
1337,80000,Australia,Asian
1338,150000,China,White
1339,185000,Australia,Asian
1340,70000,Canada,White
1341,90000,USA,White
1342,170000,USA,Asian
1343,170000,USA,African American
1344,190000,Canada,Black
1345,70000,USA,Hispanic
1346,185000,Canada,Asian
1347,170000,Canada,Black
1348,100000,Canada,Asian
1349,155000,China,White
1350,170000,Australia,Asian
1351,195000,Australia,Australian
1352,185000,Canada,Asian
1353,70000,USA,African American
1354,190000,China,Korean
1355,140000,Australia,White
1356,60000,Canada,Asian
1357,190000,UK,White
1358,180000,China,White
1359,130000,Canada,Black
1360,170000,USA,Asian
1361,165000,Australia,Australian
1362,185000,UK,Mixed
1363,130000,Australia,Asian
1364,60000,USA,Asian
1365,170000,China,Korean
1366,140000,China,White
1367,110000,Australia,White
1368,70000,USA,White
1369,145000,UK,Asian
1370,190000,USA,Hispanic
1371,200000,China,White
1372,80000,Canada,Black
1373,95000,USA,African American
1374,100000,USA,Hispanic
1375,195000,Australia,Asian
1376,185000,China,White
1377,155000,Canada,Asian
1378,195000,USA,White
1379,125000,USA,Hispanic
1380,195000,Canada,Black
1381,140000,UK,Mixed
1382,170000,China,Korean
1383,170000,Canada,White
1384,150000,Australia,Asian
1385,60000,USA,Hispanic
1386,70000,Australia,Australian
1387,170000,Australia,White
1388,55000,USA,White
1389,80000,UK,Welsh
1390,185000,Canada,Asian
1391,140000,China,Korean
1392,180000,UK,Asian
1393,70000,China,Korean
1394,185000,UK,White
1395,190000,Australia,White
1396,130000,Australia,Australian
1397,110000,China,White
1398,180000,China,Korean
1399,145000,USA,African American
1400,170000,China,Korean
1401,165000,China,Chinese
1402,140000,Canada,White
1403,195000,China,White
1404,155000,USA,White
1405,190000,Australia,Asian
1406,195000,Canada,Asian
1407,130000,China,Chinese
1408,85000,UK,White
1409,200000,China,White
1410,140000,USA,Hispanic
1411,65000,UK,Asian
1412,190000,Australia,Australian
1413,120000,Canada,Black
1414,80000,USA,Asian
1415,90000,USA,Hispanic
1416,190000,USA,Asian
1417,200000,Australia,Australian
1418,190000,UK,Mixed
1419,110000,Canada,Asian
1420,180000,China,White
1421,65000,Australia,Asian
1422,185000,USA,Hispanic
1423,55000,Australia,Australian
1424,130000,Canada,Asian
1425,190000,China,Korean
1426,120000,Australia,Australian
1427,155000,Australia,Australian
1428,190000,USA,Hispanic
1429,100000,Australia,Asian
1430,150000,China,Chinese
1431,170000,USA,White
1432,80000,Australia,Australian
1433,155000,UK,Asian
1434,195000,USA,African American
1435,185000,USA,Asian
1436,70000,Australia,White
1437,190000,China,White
1438,140000,USA,Asian
1439,55000,USA,White
1440,190000,Australia,Australian
1441,180000,Canada,White
1442,130000,USA,African American
1443,170000,USA,Asian
1444,165000,UK,White
1445,185000,China,White
1446,130000,China,Korean
1447,60000,USA,Hispanic
1448,170000,Australia,Australian
1449,140000,Australia,Asian
1450,110000,Canada,Asian
1451,70000,China,Korean
1452,145000,Canada,Black
1453,190000,China,White
1454,200000,Canada,Black
1455,80000,Canada,White
1456,95000,UK,White
1457,100000,UK,White
1458,195000,UK,Asian
1459,185000,USA,African American
1460,155000,USA,Asian
1461,195000,China,Chinese
1462,125000,China,Korean
1463,195000,China,Korean
1464,140000,Canada,Black
1465,170000,Australia,Australian
1466,170000,Australia,White
1467,150000,Canada,Asian
1468,60000,Australia,Australian
1469,70000,UK,Welsh
1470,170000,Australia,White
1471,55000,UK,Welsh
1472,80000,Australia,White
1473,185000,China,White
1474,140000,Australia,White
1475,180000,Australia,White
1476,70000,Canada,White
1477,185000,UK,Welsh
1478,190000,Canada,White
1479,125000,Canada,Asian
1480,160000,UK,Mixed
1481,140000,China,White
1482,195000,Australia,White
1483,70000,USA,African American
1484,70000,UK,White
1485,170000,Canada,Black
1486,185000,China,Korean
1487,195000,Canada,Black
1488,130000,USA,Asian
1489,155000,China,White
1490,185000,Australia,Asian
1491,80000,UK,Mixed
1492,195000,China,Chinese
1493,135000,Australia,Australian
1494,55000,Canada,White
1495,190000,Australia,Asian
1496,70000,China,Chinese
1497,185000,Australia,Australian
1498,170000,Australia,Australian
1499,150000,China,Korean
1500,195000,Canada,White
1501,70000,UK,Mixed
1502,195000,USA,Asian
1503,125000,China,Chinese
1504,185000,Australia,Australian
1505,70000,UK,Mixed
1506,155000,Australia,White
1507,80000,Canada,White
1508,185000,China,White
1509,190000,Canada,Asian
1510,170000,Canada,Asian
1511,195000,China,Chinese
1512,150000,UK,Mixed
1513,70000,China,White
1514,70000,USA,Asian
1515,185000,UK,Welsh
1516,135000,Australia,Asian
1517,80000,Canada,White
1518,195000,UK,Welsh
1519,155000,Australia,Australian
1520,170000,UK,Welsh
1521,185000,Canada,Black
1522,70000,Canada,Black
1523,190000,Canada,Black
1524,125000,USA,Asian
1525,195000,Australia,Australian
1526,150000,Canada,White
1527,70000,UK,Mixed
1528,70000,China,Korean
1529,95000,Canada,White
1530,170000,Australia,Asian
1531,75000,Australia,Asian
1532,210000,China,White
1533,135000,USA,White
1534,160000,China,White
1535,55000,USA,African American
1536,190000,UK,White
1537,165000,UK,Asian
1538,80000,Canada,Black
1539,120000,Australia,Asian
1540,185000,UK,Mixed
1541,185000,Canada,Black
1542,190000,UK,Mixed
1543,140000,Canada,Black
1544,130000,UK,Welsh
1545,70000,Canada,White
1546,170000,Canada,White
1547,125000,China,Korean
1548,155000,USA,Hispanic
1549,70000,USA,African American
1550,195000,Australia,White
1551,140000,China,White
1552,130000,USA,White
1553,155000,UK,Asian
1554,190000,Australia,Asian
1555,70000,UK,Mixed
1556,80000,Canada,Asian
1557,185000,China,White
1558,100000,USA,White
1559,185000,Australia,Asian
1560,190000,Australia,Australian
1561,135000,Australia,White
1562,160000,USA,White
1563,55000,Canada,White
1564,80000,USA,White
1565,170000,Canada,Asian
1566,55000,UK,Welsh
1567,80000,USA,African American
1568,185000,China,White
1569,140000,USA,Asian
1570,180000,China,White
1571,70000,Australia,Australian
1572,185000,USA,African American
1573,190000,UK,Mixed
1574,125000,Canada,Asian
1575,160000,China,Chinese
1576,140000,UK,Welsh
1577,195000,Canada,Asian
1578,70000,Australia,Australian
1579,70000,USA,African American
1580,170000,China,White
1581,185000,China,Chinese
1582,195000,UK,Asian
1583,130000,Australia,Australian
1584,155000,UK,Mixed
1585,185000,UK,Mixed
1586,80000,Canada,Black
1587,195000,Australia,White
1588,135000,UK,White
1589,55000,Canada,White
1590,190000,USA,White
1591,70000,Canada,Black
1592,185000,USA,Hispanic
1593,170000,Canada,Asian
1594,150000,Canada,Asian
1595,195000,UK,Welsh
1596,70000,USA,Hispanic
1597,195000,Canada,Asian
1598,125000,USA,Asian
1599,185000,China,White
1600,195000,Canada,Black
1601,80000,Australia,White
1602,170000,China,Korean
1603,155000,China,White
1604,185000,Canada,White
1605,70000,Canada,Asian
1606,140000,Canada,Asian
1607,195000,UK,Asian
1608,140000,Canada,Black
1609,70000,USA,African American
1610,185000,China,Chinese
1611,190000,UK,Mixed
1612,135000,USA,African American
1613,160000,UK,White
1614,55000,UK,Welsh
1615,80000,China,Chinese
1616,185000,USA,White
1617,100000,UK,Mixed
1618,185000,UK,Asian
1619,190000,USA,White
1620,125000,UK,White
1621,160000,USA,Hispanic
1622,140000,China,Korean
1623,195000,UK,Asian
1624,70000,Australia,Australian
1625,70000,Canada,Black
1626,170000,Canada,White
1627,185000,UK,Welsh
1628,195000,Canada,Black
1629,130000,Canada,Asian
1630,155000,Canada,White
1631,185000,Canada,White
1632,80000,USA,African American
1633,195000,China,White
1634,135000,Australia,Asian
1635,55000,USA,Hispanic
1636,190000,Canada,Asian
1637,70000,UK,Mixed
1638,185000,UK,Mixed
1639,170000,USA,African American
1640,150000,UK,Asian
1641,195000,USA,White
1642,70000,Canada,Black
1643,195000,USA,African American
1644,125000,China,White
1645,185000,Australia,White
1646,195000,China,Chinese
1647,80000,UK,Welsh
1648,170000,China,White
1649,155000,Australia,Asian
1650,120000,UK,Asian
1651,90000,USA,Asian
1652,180000,UK,Asian
1653,130000,UK,Welsh
1654,170000,China,Korean
1655,70000,UK,Welsh
1656,210000,China,White
1657,55000,Canada,Asian
1658,190000,UK,Welsh
1659,165000,Canada,Black
1660,105000,China,Korean
1661,160000,UK,Welsh
1662,110000,Canada,Black
1663,195000,China,Korean
1664,85000,China,Chinese
1665,180000,UK,White
1666,55000,Australia,White
1667,185000,UK,Welsh
1668,140000,Canada,Black
1669,90000,UK,Mixed
1670,160000,USA,White
1671,145000,China,White
1672,185000,Australia,White
1673,105000,UK,White
1674,110000,Australia,Asian
1675,210000,UK,Asian
1676,55000,UK,Mixed
1677,190000,USA,African American
1678,165000,UK,Asian
1679,105000,USA,White
1680,160000,China,Korean
1681,110000,USA,Hispanic
1682,195000,Australia,Australian
1683,85000,UK,Mixed
1684,180000,Australia,Asian
1685,55000,UK,Asian
1686,185000,USA,African American
1687,140000,Australia,Asian
1688,90000,Canada,Black
1689,160000,USA,Hispanic
1690,145000,UK,Mixed
1691,185000,UK,White
1692,105000,Australia,Asian
1693,110000,USA,African American
1694,210000,China,Chinese
1695,55000,Australia,Australian
1696,190000,USA,Hispanic
1697,165000,Canada,Black
1698,105000,USA,African American
1699,160000,Canada,White
1700,110000,Australia,Australian
1701,195000,Australia,White
1702,85000,Canada,Black
1703,180000,Australia,White
1704,55000,USA,White
1705,185000,China,White
1706,140000,Australia,Australian
1707,90000,Canada,Black
1708,160000,Australia,Asian
1709,145000,Canada,Asian
1710,185000,Australia,Australian
1711,105000,UK,Asian
1712,110000,Australia,Australian
1713,210000,UK,Asian
1714,55000,USA,Asian
1715,190000,Australia,Asian
1716,165000,China,White
1717,105000,China,Korean
1718,160000,Australia,Asian
1719,110000,USA,White
1720,195000,Australia,Australian
1721,85000,Canada,Black
1722,180000,UK,Welsh
1723,55000,UK,White
1724,185000,Australia,Asian
1725,140000,China,Chinese
1726,90000,Australia,White
1727,160000,Australia,White
1728,145000,China,White
1729,185000,Australia,Asian
1730,105000,UK,White
1731,110000,USA,Asian
1732,210000,USA,Hispanic
1733,55000,UK,Mixed
1734,190000,USA,African American
1735,165000,China,Chinese
1736,105000,UK,Mixed
1737,160000,Australia,Asian
1738,110000,USA,Asian
1739,195000,China,White
1740,85000,Australia,Asian
1741,180000,Canada,Black
1742,55000,Canada,Asian
1743,185000,Australia,Asian
1744,140000,Australia,Australian
1745,90000,Australia,Asian
1746,160000,China,Korean
1747,145000,UK,Mixed
1748,185000,Canada,Black
1749,105000,China,Korean
1750,110000,Canada,Asian
1751,210000,USA,White
1752,55000,Australia,Australian
1753,190000,USA,African American
1754,165000,Canada,Asian
1755,105000,Australia,Asian
1756,160000,Canada,White
1757,110000,Canada,Black
1758,195000,USA,White
1759,85000,USA,African American
1760,180000,USA,African American
1761,55000,Australia,White
1762,185000,Australia,White
1763,140000,USA,African American
1764,90000,USA,Hispanic
1765,160000,China,Chinese
1766,145000,China,Chinese
1767,185000,USA,Asian
1768,105000,Australia,White
1769,110000,Australia,Asian
1770,210000,China,Korean
1771,115000,Australia,Australian
1772,170000,Australia,Asian
1773,80000,Canada,Asian
1774,200000,UK,Mixed
1775,130000,Australia,White
1776,155000,Canada,Asian
1777,105000,China,White
1778,190000,Australia,Australian
1779,140000,USA,African American
1780,185000,Australia,Asian
1781,145000,Australia,White
1782,90000,China,Chinese
1783,195000,Australia,Australian
1784,95000,USA,Asian
1785,170000,China,White
1786,115000,UK,Welsh
1787,185000,UK,Mixed
1788,65000,USA,African American
1789,160000,USA,African American
1790,100000,UK,Mixed
1791,180000,Canada,White
1792,55000,Canada,Black
1793,190000,UK,Mixed
1794,115000,Australia,Asian
1795,195000,Australia,Australian
1796,150000,Canada,White
1797,115000,China,Chinese
1798,185000,Canada,White
1799,65000,Canada,White
1800,160000,UK,Mixed
1801,100000,USA,African American
1802,180000,USA,Hispanic
1803,55000,Australia,Asian
1804,190000,China,Korean
1805,115000,China,Chinese
1806,195000,USA,White
1807,150000,UK,White
1808,115000,USA,Hispanic
1809,185000,UK,White
1810,65000,UK,Welsh
1811,160000,UK,Welsh
1812,100000,USA,African American
1813,180000,USA,Hispanic
1814,55000,UK,Asian
1815,190000,Australia,Asian
1816,115000,China,Chinese
1817,195000,Canada,Black
1818,150000,China,Korean
1819,115000,USA,White
1820,185000,USA,Asian
1821,65000,Canada,Black
1822,160000,UK,Welsh
1823,100000,Australia,Australian
1824,180000,Canada,Asian
1825,55000,UK,Mixed
1826,190000,China,Chinese
1827,115000,China,Korean
1828,195000,UK,Welsh
1829,150000,Australia,Australian
1830,115000,China,Korean
1831,185000,USA,African American
1832,65000,China,White
1833,160000,China,Korean
1834,100000,Canada,Asian
1835,180000,China,Korean
1836,55000,USA,Asian
1837,190000,Australia,Australian
1838,115000,Canada,Asian
1839,195000,Canada,Black
1840,150000,Canada,Asian
1841,115000,Australia,Australian
1842,185000,China,Chinese
1843,65000,Australia,Asian
1844,160000,Canada,Asian
1845,100000,UK,Asian
1846,180000,USA,African American
1847,55000,Australia,White
1848,190000,Australia,Australian
1849,115000,Canada,Asian
1850,195000,Canada,White
1851,150000,UK,Welsh
1852,115000,USA,Asian
1853,185000,UK,White
1854,65000,Australia,Australian
1855,160000,Australia,White
1856,100000,USA,Asian
1857,180000,UK,White
1858,55000,USA,African American
1859,190000,UK,Mixed
1860,115000,UK,Welsh
1861,195000,USA,African American
1862,150000,Australia,Asian
1863,115000,UK,Asian
1864,185000,Australia,Asian
1865,65000,Canada,Asian
1866,160000,Australia,White
1867,100000,Australia,Asian
1868,180000,Australia,Australian
1869,55000,China,Korean
1870,190000,UK,Asian
1871,115000,UK,White
1872,195000,Canada,White
1873,150000,UK,White
1874,115000,UK,Welsh
1875,185000,UK,White
1876,65000,USA,African American
1877,160000,UK,Mixed
1878,100000,Canada,White
1879,180000,USA,African American
1880,55000,Australia,Australian
1881,190000,USA,White
1882,115000,Canada,White
1883,195000,China,Chinese
1884,150000,China,White
1885,115000,Canada,Asian
1886,185000,Australia,Australian
1887,65000,Australia,Australian
1888,160000,UK,Welsh
1889,100000,Canada,Black
1890,180000,China,Chinese
1891,550,UK,Mixed
1892,90000,Australia,White
1893,160000,USA,Hispanic
1894,80000,UK,White
1895,195000,UK,White
1896,115000,Canada,White
1897,150000,UK,Asian
1898,65000,UK,Asian
1899,190000,Australia,Australian
1900,140000,UK,White
1901,185000,Canada,Asian
1902,130000,China,Korean
1903,105000,UK,Welsh
1904,200000,China,Chinese
1905,100000,USA,White
1906,170000,Canada,White
1907,115000,Canada,White
1908,185000,UK,Welsh
1909,90000,Australia,Asian
1910,160000,China,Chinese
1911,80000,Australia,White
1912,195000,USA,Asian
1913,115000,China,Chinese
1914,135000,USA,Hispanic
1915,65000,Australia,Australian
1916,190000,Canada,White
1917,140000,Australia,Australian
1918,185000,UK,White
1919,130000,USA,Hispanic
1920,105000,UK,White
1921,200000,China,Korean
1922,100000,UK,Asian
1923,170000,USA,White
1924,115000,Australia,Asian
1925,185000,Australia,Australian
1926,90000,USA,White
1927,160000,Canada,Black
1928,80000,Canada,Black
1929,195000,USA,Asian
1930,115000,Canada,Black
1931,135000,USA,Asian
1932,65000,USA,White
1933,190000,Australia,Asian
1934,140000,Canada,White
1935,185000,Canada,White
1936,130000,Canada,Asian
1937,105000,UK,Asian
1938,200000,Canada,Asian
1939,100000,China,White
1940,170000,USA,African American
1941,115000,Canada,Black
1942,185000,UK,Mixed
1943,90000,Canada,Black
1944,160000,USA,Asian
1945,80000,USA,African American
1946,195000,Australia,White
1947,115000,USA,African American
1948,135000,Canada,Black
1949,65000,USA,White
1950,190000,China,Korean
1951,140000,USA,Hispanic
1952,185000,Canada,Black
1953,130000,Canada,Asian
1954,105000,Canada,White
1955,200000,Canada,White
1956,100000,USA,Hispanic
1957,170000,USA,Asian
1958,115000,China,Chinese
1959,185000,China,Korean
1960,90000,UK,White
1961,160000,China,Chinese
1962,80000,UK,White
1963,195000,UK,Welsh
1964,115000,USA,African American
1965,135000,UK,Mixed
1966,65000,China,White
1967,190000,USA,African American
1968,140000,USA,White
1969,185000,Canada,Asian
1970,130000,USA,Hispanic
1971,105000,UK,Asian
1972,200000,USA,White
1973,100000,China,Korean
1974,170000,Australia,Australian
1975,115000,China,Chinese
1976,185000,Canada,Black
1977,90000,UK,Asian
1978,160000,China,White
1979,80000,Australia,White
1980,195000,UK,Asian
1981,115000,Canada,Asian
1982,135000,UK,Mixed
1983,65000,UK,Mixed
1984,190000,Australia,Australian
1985,140000,Canada,White
1986,185000,USA,White
1987,130000,Canada,Asian
1988,105000,Canada,White
1989,200000,USA,Hispanic
1990,100000,Australia,White
1991,170000,Canada,Black
1992,115000,Australia,Australian
1993,185000,Australia,Asian
1994,90000,UK,Asian
1995,160000,UK,Asian
1996,80000,China,Chinese
1997,195000,USA,African American
1998,115000,Australia,Asian
1999,135000,China,Korean
2000,65000,Australia,Asian
2001,190000,UK,White
2002,140000,USA,Asian
2003,185000,Australia,White
2004,130000,Canada,Black
2005,105000,Australia,Asian
2006,200000,Canada,Asian
2007,100000,Canada,White
2008,170000,UK,White
2009,115000,Australia,White
2010,185000,UK,Mixed
2011,90000,China,Korean
2012,100000,UK,White
2013,110000,China,Chinese
2014,150000,Canada,Black
2015,80000,USA,Hispanic
2016,195000,Australia,White
2017,115000,USA,White
2018,135000,China,Korean
2019,65000,USA,Hispanic
2020,190000,USA,African American
2021,140000,UK,Welsh
2022,185000,China,Korean
2023,130000,Canada,Black
2024,105000,Canada,White
2025,200000,Australia,White
2026,100000,Canada,Black
2027,170000,Canada,Black
2028,115000,Canada,Black
2029,185000,USA,White
2030,90000,USA,Asian
2031,160000,Australia,Asian
2032,80000,China,Korean
2033,195000,Australia,Asian
2034,115000,USA,African American
2035,135000,China,Chinese
2036,65000,China,White
2037,190000,USA,Asian
2038,140000,UK,Asian
2039,185000,UK,Mixed
2040,130000,China,Chinese
2041,105000,UK,White
2042,200000,UK,Asian
2043,100000,China,White
2044,170000,USA,White
2045,115000,UK,Welsh
2046,185000,Australia,White
2047,90000,China,White
2048,160000,USA,African American
2049,80000,USA,Hispanic
2050,195000,Canada,Black
2051,115000,USA,African American
2052,135000,Australia,Asian
2053,65000,China,White
2054,190000,Australia,White
2055,140000,UK,Welsh
2056,185000,China,Korean
2057,130000,China,White
2058,105000,USA,African American
2059,200000,Canada,White
2060,100000,USA,Asian
2061,170000,Australia,Asian
2062,115000,Australia,Asian
2063,185000,Canada,Asian
2064,90000,USA,White
2065,160000,Australia,Asian
2066,80000,Australia,Australian
2067,195000,USA,African American
2068,115000,UK,Mixed
2069,135000,Australia,White
2070,65000,Canada,Asian
2071,190000,Australia,White
2072,140000,Canada,Black
2073,185000,China,Chinese
2074,130000,USA,Hispanic
2075,105000,China,White
2076,200000,Canada,Asian
2077,100000,China,Chinese
2078,170000,Canada,Asian
2079,115000,China,Korean
2080,185000,Canada,White
2081,90000,Canada,White
2082,160000,UK,Welsh
2083,80000,USA,African American
2084,195000,UK,Asian
2085,115000,China,Korean
2086,135000,USA,African American
2087,65000,USA,African American
2088,190000,China,White
2089,140000,USA,African American
2090,185000,Australia,Asian
2091,130000,Canada,White
2092,105000,China,Chinese
2093,200000,Australia,White
2094,100000,Australia,Asian
2095,170000,Canada,Asian
2096,115000,UK,White
2097,185000,Australia,Asian
2098,90000,UK,White
2099,160000,Australia,White
2100,80000,China,White
2101,195000,China,White
2102,115000,Australia,White
2103,135000,Australia,White
2104,65000,Canada,Black
2105,190000,China,Chinese
2106,140000,USA,Asian
2107,185000,China,Chinese
2108,130000,Australia,Asian
2109,105000,China,White
2110,200000,Australia,White
2111,100000,UK,White
2112,170000,Australia,White
2113,115000,Canada,Black
2114,185000,UK,Asian
2115,90000,China,Chinese
2116,160000,Australia,Australian
2117,80000,Australia,White
2118,195000,China,Korean
2119,115000,China,White
2120,135000,USA,African American
2121,65000,China,White
2122,190000,USA,African American
2123,140000,Canada,White
2124,185000,Australia,White
2125,130000,UK,Asian
2126,105000,Australia,Australian
2127,200000,Canada,Black
2128,100000,Canada,Asian
2129,170000,Canada,White
2130,115000,Australia,White
2131,185000,UK,White
2132,90000,Australia,White
2133,130000,Canada,Black
2134,80000,Australia,Asian
2135,180000,Canada,White
2136,140000,Australia,Australian
2137,160000,UK,Mixed
2138,55000,UK,Mixed
2139,190000,USA,African American
2140,120000,China,White
2141,200000,UK,White
2142,100000,China,Chinese
2143,150000,China,White
2144,170000,USA,Asian
2145,65000,Canada,Asian
2146,210000,China,Chinese
2147,90000,UK,Welsh
2148,180000,USA,Asian
2149,110000,USA,Asian
2150,150000,Australia,Australian
2151,80000,Australia,Asian
2152,195000,UK,Asian
2153,115000,Australia,White
2154,135000,USA,Asian
2155,65000,Australia,Australian
2156,190000,UK,Asian
2157,140000,Australia,White
2158,185000,USA,Hispanic
2159,130000,USA,Asian
2160,105000,Canada,Asian
2161,200000,Australia,Australian
2162,100000,China,Korean
2163,170000,Australia,Asian
2164,115000,China,Chinese
2165,185000,Canada,White
2166,90000,China,Korean
2167,160000,Australia,Asian
2168,80000,UK,White
2169,195000,UK,Asian
2170,115000,Canada,Asian
2171,135000,Canada,Asian
2172,65000,China,Chinese
2173,190000,UK,Mixed
2174,140000,Canada,White
2175,185000,China,Korean
2176,130000,Australia,Australian
2177,105000,Canada,Asian
2178,200000,Canada,White
2179,100000,USA,Asian
2180,170000,Canada,Asian
2181,115000,Australia,Australian
2182,185000,UK,Asian
2183,90000,USA,Hispanic
2184,160000,UK,White
2185,80000,Canada,Asian
2186,195000,Canada,Asian
2187,115000,USA,Asian
2188,135000,China,White
2189,65000,Australia,White
2190,190000,Australia,Asian
2191,140000,USA,Hispanic
2192,185000,China,White
2193,130000,USA,White
2194,105000,China,White
2195,210000,Australia,Asian
2196,95000,China,Chinese
2197,170000,Australia,White
2198,65000,China,White
2199,190000,Australia,Australian
2200,120000,UK,Mixed
2201,200000,USA,White
2202,100000,UK,White
2203,150000,USA,Hispanic
2204,170000,Australia,Australian
2205,65000,UK,White
2206,210000,USA,Hispanic
2207,90000,Australia,Asian
2208,180000,UK,Asian
2209,110000,China,Chinese
2210,150000,USA,African American
2211,80000,Canada,White
2212,195000,Canada,Asian
2213,115000,USA,Asian
2214,135000,USA,Asian
2215,65000,UK,Asian
2216,190000,China,Korean
2217,140000,UK,White
2218,185000,Australia,White
2219,130000,China,White
2220,105000,UK,Welsh
2221,200000,Australia,Australian
2222,100000,UK,Welsh
2223,170000,China,White
2224,115000,UK,White
2225,185000,Australia,Australian
2226,90000,China,Korean
2227,160000,Canada,Asian
2228,80000,Canada,White
2229,195000,USA,Asian
2230,115000,China,Chinese
2231,135000,UK,Mixed
2232,65000,UK,White
2233,190000,UK,Mixed
2234,140000,UK,Welsh
2235,185000,USA,Hispanic
2236,130000,UK,Mixed
2237,105000,Canada,Asian
2238,200000,China,Korean
2239,100000,USA,White
2240,170000,USA,African American
2241,115000,Canada,Asian
2242,185000,Australia,Asian
2243,90000,Canada,White
2244,160000,China,White
2245,80000,China,Chinese
2246,195000,China,White
2247,115000,China,Korean
2248,135000,China,Chinese
2249,65000,USA,African American
2250,190000,USA,White
2251,140000,UK,White
2252,75000,Canada,Asian
2253,95000,Australia,Australian
2254,50000,Australia,White
2255,180000,UK,Welsh
2256,65000,USA,White
2257,120000,Canada,White
2258,60000,UK,White
2259,150000,USA,African American
2260,70000,Australia,White
2261,220000,USA,White
2262,100000,China,Korean
2263,55000,UK,Welsh
2264,170000,Canada,Asian
2265,90000,Canada,Asian
2266,80000,China,White
2267,180000,China,White
2268,60000,UK,Welsh
